"filename", "language", "TypeScript JSX", "TypeScript", "JavaScript", "MDX", "JSON", "JSON with Comments", "SVG", "YAML", "Markdown", "Docker", "Prisma", "SQL", "TOML", "SCSS", "CSS", "Shell Script", "comment", "blank", "total"
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/components/Svg/SingpassFullLogo.tsx", "TypeScript JSX", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 29
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/components/Svg/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/components/Tiptap.tsx", "TypeScript JSX", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 102
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/components/VersionWrapper/VersionBanner.tsx", "TypeScript JSX", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/components/VersionWrapper/VersionModal.tsx", "TypeScript JSX", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 54
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/components/VersionWrapper/VersionWrapper.tsx", "TypeScript JSX", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 35
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/components/VersionWrapper/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/constants/formBuilder.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 16
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/constants/layouts.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/constants/localStorage.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 14
